id,time,prediction,location,pv_measurement
0,2023-05-01 00:00:00,0.0,A,0.0
1,2023-05-01 01:00:00,0.0,A,0.0
2,2023-05-01 02:00:00,0.0,A,0.0
3,2023-05-01 03:00:00,18.919999999999998,A,18.919999999999998
4,2023-05-01 04:00:00,92.84,A,92.84
5,2023-05-01 05:00:00,275.21999999999997,A,275.21999999999997
6,2023-05-01 06:00:00,396.0,A,396.0
7,2023-05-01 07:00:00,2143.2400000000002,A,2143.2400000000002
8,2023-05-01 08:00:00,4286.04,A,4286.04
9,2023-05-01 09:00:00,3388.88,A,3388.88
10,2023-05-01 10:00:00,4698.1,A,4698.1
11,2023-05-01 11:00:00,2248.6199999999994,A,2248.6199999999994
12,2023-05-01 12:00:00,1752.3,A,1752.3
13,2023-05-01 13:00:00,658.4599999999999,A,658.4599999999999
14,2023-05-01 14:00:00,956.7799999999999,A,956.7799999999999
15,2023-05-01 15:00:00,610.7199999999999,A,610.7199999999999
16,2023-05-01 16:00:00,242.22,A,242.22
17,2023-05-01 17:00:00,58.300000000000004,A,58.300000000000004
18,2023-05-01 18:00:00,18.48,A,18.48
19,2023-05-01 19:00:00,0.0,A,0.0
20,2023-05-01 20:00:00,0.0,A,0.0
21,2023-05-01 21:00:00,0.0,A,0.0
22,2023-05-01 22:00:00,0.0,A,0.0
23,2023-05-01 23:00:00,0.0,A,0.0
24,2023-05-06 00:00:00,0.0,A,0.0
25,2023-05-06 01:00:00,0.0,A,0.0
26,2023-05-06 02:00:00,11.219999999999999,A,11.219999999999999
27,2023-05-06 03:00:00,73.04,A,73.04
28,2023-05-06 04:00:00,218.9,A,218.9
29,2023-05-06 05:00:00,647.9000000000001,A,647.9000000000001
30,2023-05-06 06:00:00,2201.1000000000004,A,2201.1000000000004
31,2023-05-06 07:00:00,2005.7400000000002,A,2005.7400000000002
32,2023-05-06 08:00:00,1694.44,A,1694.44
33,2023-05-06 09:00:00,1728.98,A,1728.98
34,2023-05-06 10:00:00,2159.08,A,2159.08
35,2023-05-06 11:00:00,3090.34,A,3090.34
36,2023-05-06 12:00:00,3097.8199999999997,A,3097.8199999999997
37,2023-05-06 13:00:00,1701.7,A,1701.7
38,2023-05-06 14:00:00,1929.3999999999999,A,1929.3999999999999
39,2023-05-06 15:00:00,605.6600000000001,A,605.6600000000001
40,2023-05-06 16:00:00,404.14000000000004,A,404.14000000000004
41,2023-05-06 17:00:00,218.9,A,218.9
42,2023-05-06 18:00:00,167.64000000000001,A,167.64000000000001
43,2023-05-06 19:00:00,29.700000000000003,A,29.700000000000003
44,2023-05-06 20:00:00,0.0,A,0.0
45,2023-05-06 21:00:00,0.0,A,0.0
46,2023-05-06 22:00:00,0.0,A,0.0
47,2023-05-06 23:00:00,0.0,A,0.0
48,2023-05-14 00:00:00,0.0,A,0.0
49,2023-05-14 01:00:00,0.0,A,0.0
50,2023-05-14 02:00:00,11.879999999999999,A,11.879999999999999
51,2023-05-14 03:00:00,193.38,A,193.38
52,2023-05-14 04:00:00,295.68,A,295.68
53,2023-05-14 05:00:00,1076.2399999999998,A,1076.2399999999998
54,2023-05-14 06:00:00,1353.44,A,1353.44
55,2023-05-14 07:00:00,2681.36,A,2681.36
